Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
,How to know people by their hands,"Ranald, Josef","New York, Modern age books, inc",c1938,http://www.archive.org/details/howtoknowpeopleb00ranarich/mode/thumb?view=theater,howtoknowpeopleb00ranarich,Palmistry,8.3,Bountiful,Palmistry diagrams,,,,
,How to live in the country,"Powell, Edward Fayson, 1833-1915","New York, Outing publishing company",1911,http://www.archive.org/details/howtoliveincount00powerich/mode/thumb?view=theater,howtoliveincount00powerich,Country life,2.7,Light,Photos and illustrations,,,,
,"How to live in the woods; here is expert advice on planning, outfitting, and managing the camping expedition","Halsted, Homer","Boston, Little Brown",1948,http://www.archive.org/details/howtoliveinwoods00halsrich/mode/thumb?view=theater,howtoliveinwoods00halsrich,Camping,"4.3,2.7,1.1,12.3",Bountiful,Illustrations,,,,
,How to live with your teen-ager,"Baruch, Dorothy Walter, 1899-","New York, McGraw-Hill",c1953,http://www.archive.org/details/howtolivewithyou00barurich/mode/thumb?view=theater,howtolivewithyou00barurich,Adolescence,"10.4,9.1,8.4,5.2",Medium,Cartoons,,,,
,"How to pick a mate, the guide to a happy marriage","Adams, Clifford Rose, 1902-","New York, E.P. Dutton & Company, Inc.",1946,http://www.archive.org/details/howtopickmategui00adamrich/mode/thumb?view=theater,howtopickmategui00adamrich,Marriage,"9.2,9.1,10.4",,,,,,
,How to take care of your home,"Tuomey, Douglas, 1893-","New York, Herald Pub. Co.",1947,http://www.archive.org/details/howtotakecareofy00tuomrich/mode/thumb?view=theater,howtotakecareofy00tuomrich,"Dwellings, Buildings -- Repair and reconstruction",5.2,Bountiful,Illustrations,,,,
,How to take out your first papers,Metropolitan Life Insurance Company,[New York],1921,http://www.archive.org/details/howtotakeoutyour00metrrich/mode/thumb?view=theater,howtotakeoutyour00metrrich,Naturalization,"10.1,10.2",Medium,Illustrations,,,,
,"How to take out your second, or citizen papers",Metropolitan Life Insurance Company,[New York],1921,http://www.archive.org/details/2ndtotakeoutyour00metrrich/mode/thumb?view=theater,2ndtotakeoutyour00metrrich,Naturalization,"10.1,10.2",Bountiful,Beautiful illustrations,,,,
,"How to use a tape recorder, in your business, in your home","Hodgson, Dick","New York, Hastings House",c1957,http://www.archive.org/details/howtousetapereco00hodgrich/mode/thumb?view=theater,howtousetapereco00hodgrich,Tape recorders and recording,"12.2,8.0",Light,Photos,,,,
,How to use educational sound film,"Brunstetter, Max Russell, 1902-","Chicago, Ill., The University of Chicago press",c1937,http://www.archive.org/details/howtouseeducatio00brunrich/mode/thumb?view=theater,howtouseeducatio00brunrich,"Motion pictures in education, Sound motion pictures","7.1,10.0",Light,Photos,,,,
,How to use talking pictures in business,"Metcalfe, Lyne Shackleford, 1886-","New York, London, Harper & brothers",1938,http://www.archive.org/details/howtousetalkingp00metcrich/mode/thumb?view=theater,howtousetalkingp00metcrich,Silent films,"7.1,6.2",Light,Photos and illustrations,,,,
,How we advertised America; the first telling of the amazing story of the Committee on public information that carried the gospel of Americanism to every corner of the globe,"Creel, George, 1876-1953. [from old catalog]","New York, and London, Harper & brothers",1920,http://www.archive.org/details/howweadvertameri00creerich/mode/thumb?view=theater,howweadvertameri00creerich,"United States. Committee on public information. [from old catalog], World War, 1914-1918 -- Public opinion","10.2,11.0",,,,,,
,Hudibras,"Butler, Samuel, 1612-1680",London; New York : G. Bell,1893,http://www.archive.org/details/hudibras00butlrich/mode/thumb?view=theater,hudibras00butlrich,,8.5,Light,Illustrations,Annotated poetry,,x,
,Human behavior in extreme situations; a study of the literature and suggestions for further research,"Wallace, Anthony F. C., 1923-","Washington, National Academy of Sciences, National Research Council",1956,http://www.archive.org/details/humanbehaviorine00wallrich/mode/thumb?view=theater,humanbehaviorine00wallrich,Disasters -- Psychological aspects,"12.1,11.0",,,,x,,
,Human dissection; its drama and struggle,"Lassek, Arthur M. (Arthur Marvel), 1902-","Springfield, Ill. : Thomas",1958,http://www.archive.org/details/humandissectioni00lassrich/mode/thumb?view=theater,humandissectioni00lassrich,"Dissection, Anatomy, Dissection","12.4,12.3",Light,Illustrations,,,,
,Human Engineering,Winthrop Talbot,,1911,http://www.archive.org/details/humanengineering00wintrich/mode/thumb?view=theater,humanengineering00wintrich,,"11.4,12.2,2.6,12.3",Medium,"Photos, illustrations",,,,
,Human factors in cotton culture; a study in the social geography of the American South,"Vance, Rupert Bayless, 1899-","Chapel Hill, The University of North Carolina press",1929,http://www.archive.org/details/humanfactorsinco00vancrich/mode/thumb?view=theater,humanfactorsinco00vancrich,"Cotton growing -- Southern States, Labor and laboring classes -- Southern States, Southern States -- Social conditions, Southern States -- Economic conditions","0.5,2.0,2.7",,,,,,
,Human genetics and its social import,"Holmes, Samuel J. (Samuel Jackson), 1868-","New York, London, McGraw-Hill Book Company, inc.",1936,http://www.archive.org/details/humangeneticsand00holmrich/mode/thumb?view=theater,humangeneticsand00holmrich,"Heredity, Human, Population, Sociology","10.1,12.4,12.3",Bountiful,Illustrations,,,,
,Human geography in the air age (a text for high school students),"Renner, George T. (George Thomas), 1900-1955","New York, The Macmillan company",1942,http://www.archive.org/details/humangeographyin00rennrich/mode/thumb?view=theater,humangeographyin00rennrich,"Aeronautics, Commercial, Geography -- Textbooks 1870-1945","1.0,3.1,10.1",Bountiful,"Maps, diagrams",,,,
,Human geography of the South; a study in regional resources and human adequacy,"Vance, Rupert Bayless, 1899-","Chapel Hill, The University of North Carolina press",1932,http://www.archive.org/details/humangeographyof00vancrich/mode/thumb?view=theater,humangeographyof00vancrich,"Industries -- Southern States, Southern States -- Economic conditions, Southern States -- Social conditions, Southern States -- Description and travel","0.5,1.0",Medium,"Maps, infographics",,,,
,Human nature and enduring peace,Society for the Psychological Study of Social Issues,"Boston, New York [etc.] Pub. for Reynal and Hitchcock by Houghton Mifflin company",c1945,http://www.archive.org/details/humannatureendur00socirich/mode/thumb?view=theater,humannatureendur00socirich,"Reconstruction (1939-1951), Social psychology",11.2,,,,,,
,Human rights in the United States,"Starr, Isidore","New York, Oxford book co",1951,http://www.archive.org/details/humanrightsinuni02starrich/mode/thumb?view=theater,humanrightsinuni02starrich,,10.2,Medium,Illustrations,,,,
,Hypnotism for professionals,"Leitner, Konradi. [from old catalog]","New York, Stravon publishers",1953,http://www.archive.org/details/hypnotismforprof00leitrich/mode/thumb?view=theater,hypnotismforprof00leitrich,Hypnotism,"12.1,8.3",Medium,Photos,,,,
,"I like America, by Granville Hicks; decorations by Richard M. Bennett","Hicks, Granville, 1901-1982","New York, Modern Age Books, Inc",c1938,http://www.archive.org/details/ilikeamericabygr00hickrich/mode/thumb?view=theater,ilikeamericabygr00hickrich,"United States -- Economic conditions 1918-1945, United States -- Social conditions",8.2,Light,Illustrations,General interest book,,,
,I listened and learned,Chek-chart corporation.,"Chicago, Ill., The Chek-chart corporation",c1944,http://www.archive.org/details/ilistenedandlear00chekrich/mode/thumb?view=theater,ilistenedandlear00chekrich,"Service stations, Selling","3.0,2.3,2.6",Bountiful,Illustrations,Excellent illustrations about service station tasks,,,
,"I recommend [good places to go, eat, play and shop","Hill, Roland L., 1904-","Torrance, Calif., De Laney",1948,http://www.archive.org/details/irecommendgoodpl00hillrich/mode/thumb?view=theater,irecommendgoodpl00hillrich,"Hotels, Restaurants, North America -- Description and travel, Africa, North -- Description and travel","3.0,4.3,12.2",,,,,,
,"Idaho, a guide in word and picture;",Federal Writers' Project. Idaho,"Caldwell, Id., Caxton Printers",1937,http://www.archive.org/details/idahoguideinword00federich/mode/thumb?view=theater,idahoguideinword00federich,"Idaho, Idaho -- Guidebooks","0.3,9.5",Medium,Photos and illustrations,,,,
,Illinois; a descriptive and historical guide,Writers' Program of the Work Projects Administration in the State of Illinois,"Chicago, A.C. McClurg & Co.",1939,http://www.archive.org/details/illinoisdescript00writrich/mode/thumb?view=theater,illinoisdescript00writrich,Automobile travel,"4.3,3.0,0.3",Bountiful,Photos and maps,,,,
,Immigrant forces; factors in the new democracy,"Shriver, William Payne, 1872-","New York, Missionary education movement of the United States and Canada",1913,http://www.archive.org/details/immigrantforcesf00shririch/mode/thumb?view=theater,immigrantforcesf00shririch,"Christian sociology, United States -- Emigration and immigration, United States -- Foreign population","12.0,8.2,10.2,0.6",Medium,Photos and maps,,,,
,Immigrants as charity seekers (in two volumes),United States. Immigration Commission (1907-1910),"Washington, Govt. print. off",1911,http://www.archive.org/details/charityseekers02dillrich/mode/thumb?view=theater,charityseekers02dillrich,"Immigrants -- United States, Charities -- United States, United States -- Emigration and immigration","11.4,12.3,0.6,8.2",,,,x,,
,Immigrants in industries. (In twenty-five parts),United States. Immigration Commission (1907-1910),"Washington, Govt. Print. Off.",1911,http://www.archive.org/details/immigrantsinindu09unitrich/mode/thumb?view=theater,immigrantsinindu09unitrich,"Industries -- United States, United States -- Emigration and immigration","12.2,11.4,0.6",,,,x,,
,Immigration and assimilation,"Duncan, Hannibal Gerald, b. 1885","Boston, New York [etc.] D. C. Heath and company",c1933,http://www.archive.org/details/immigrationassim00duncrich/mode/thumb?view=theater,immigrationassim00duncrich,"United States -- Emigration and immigration., United States -- Foreign population., United States -- Civilization.","10.2,0.6",Light,Maps,,,,
,Imperial Hearst : a social biography,"Lundberg, Ferdinand, 1902-",New York : Modern Library,1936,http://www.archive.org/details/imperialhearstso00lundrich/mode/thumb?view=theater,imperialhearstso00lundrich,"Hearst, William Randolph, 1863-1951, Journalists -- United States -- Biography","0.0,0.4,12.2",,,Biography,,,
,Implications of the motion picture in education,Michigan Education Association. Dept. of Elementary School Principals,"Lansing, Mich. : Michigan Education Association",c1941,http://www.archive.org/details/implicationsofmo00michrich/mode/thumb?view=theater,implicationsofmo00michrich,"Motion pictures in education, Audio-visual education","7.1,10.0",Bountiful,Photos and illustrations,,,,
,In a democracy : a survey of life in contemporary democratic America,"Angell, E. L","Austin, Tex. : The Steck Co.",1940,http://www.archive.org/details/indemocracysurve00angerich/mode/thumb?view=theater,indemocracysurve00angerich,"Citizenship, United States -- Politics and government Handbooks, manuals, etc","10.1,10.2",Bountiful,Photos and illustrations,,,,
,In blood and ink,"Maverick, Maury, 1895-1954","New York, Modern age books, inc",c1939,http://www.archive.org/details/inbloodandink00maverich/mode/thumb?view=theater,inbloodandink00maverich,"United States. Supreme Court, Democracy, Constitutional law -- United States, Constitutional history -- United States, United States -- Politics and government 1933-1945","11.0,10.2,8.2",,,,,,
,In Detroit courage was the fashion; the contribution of women to the development of Detroit from 1701 to 1951,"Crathern, Alice Tarbell","Detroit, Wayne University Press",1953,http://www.archive.org/details/indetroitcourage00cratrich/mode/thumb?view=theater,indetroitcourage00cratrich,"Women -- Michigan Detroit, Detroit (Mich.) -- History","0.3,9.2,9.1",Light,A few cartoons,,,,
,In the city and on the farm,"Crabtree, Eunice Katherine, 1901-","Sacramento, California State Dept. of Education",c1940,http://www.archive.org/details/incityonfarm00crabrich/mode/thumb?view=theater,incityonfarm00crabrich,Reading (Elementary) -- Text-books,"10.1,2.7,4.2",Bountiful,Color illustrations,,,,
,"In the footsteps of Napoleon, his life and its famous scenes","Morgan, James, 1861- [from old catalog]","New York, The Macmillan company",1915,http://www.archive.org/details/infootstepsofnap00morgrich/mode/thumb?view=theater,infootstepsofnap00morgrich,"Napoleon I, Emperor of the French, 1769-1821",0.6,Light,Photos and illustrations,,,,
,In the wake of the goose-step,"Bojano, Filippo","London, Toronto [etc.] : Cassell and company ltd.",1944,http://www.archive.org/details/inwakeofgooseste00bojarich/mode/thumb?view=theater,inwakeofgooseste00bojarich,"Journalists, World War, 1939-1945","0.6,11.0",,,,,,
,"In-laws, pro & con; an original study of inter-personal relations","Duvall, Evelyn Ruth (Millis) 1906-","New York, Association Press",1954,http://www.archive.org/details/inlawsproconanor00duvarich/mode/thumb?view=theater,inlawsproconanor00duvarich,"Mothers-in-law, Family","10.4,8.4,9.2,8.2",Light,A few maps and charts,,,,
x,"Index of Army motion pictures, film strips, slides, and phono-recordings",United States. Dept. of the Army. [from old catalog],[Washington],1959,"https://archive.org/details/prelinger_library?tab=collection&query=""Index+of+Army+motion+pictures""",,"United States. Army, Military art and science -- Film catalogs. [from old catalog]",7.2,,,,,,
,Individual and group behavior in a coal mine disaster,"Beach, Horace Dougald, ed","Washington, National Academy of Sciences, National Research Council",1960,http://www.archive.org/details/individualgroupb00beacrich/mode/thumb?view=theater,individualgroupb00beacrich,"Mine accidents -- Psychological aspects, Coal mine accidents","11.4,2.3,12.3",Light,Cross-sections of mines,,x,,
